# file...... feeder_power.csv
# date...... Tue Jan 24 15:06:23 2017
# user...... D3P313
# host...... (null)
# target.... transformer 29
# trigger... (none)
# interval.. 60
# limit..... 9600
# timestamp,power_in.real,power_in.imag
2000-09-01 14:50:00 PDT,+8.39725e+006,+901208
2000-09-01 14:51:00 PDT,+8.37914e+006,+889982
2000-09-01 14:52:00 PDT,+8.30459e+006,+785498
2000-09-01 14:53:00 PDT,+8.33392e+006,+820468
2000-09-01 14:54:00 PDT,+8.28069e+006,+741563
2000-09-01 14:55:00 PDT,+8.32582e+006,+764509
2000-09-01 14:56:00 PDT,+8.26659e+006,+722726
2000-09-01 14:57:00 PDT,+8.30036e+006,+731381
2000-09-01 14:58:00 PDT,+8.28648e+006,+725423
2000-09-01 14:59:00 PDT,+8.31847e+006,+809214
2000-09-01 15:00:00 PDT,+8.36027e+006,+842999
2000-09-01 15:01:00 PDT,+8.38181e+006,+876853
2000-09-01 15:02:00 PDT,+8.41915e+006,+925123
2000-09-01 15:03:00 PDT,+8.32142e+006,+846234
2000-09-01 15:04:00 PDT,+8.25002e+006,+768263
2000-09-01 15:05:00 PDT,+8.23893e+006,+753293
2000-09-01 15:06:00 PDT,+8.205e+006,+707050
2000-09-01 15:07:00 PDT,+8.17204e+006,+656540
2000-09-01 15:08:00 PDT,+8.16716e+006,+671491
2000-09-01 15:09:00 PDT,+8.21419e+006,+716653
2000-09-01 15:10:00 PDT,+8.26102e+006,+746178
2000-09-01 15:11:00 PDT,+8.35797e+006,+818026
2000-09-01 15:12:00 PDT,+8.4461e+006,+880953
2000-09-01 15:13:00 PDT,+8.44294e+006,+852224
2000-09-01 15:14:00 PDT,+8.45642e+006,+863774
2000-09-01 15:15:00 PDT,+8.53001e+006,+925807
2000-09-01 15:16:00 PDT,+8.39433e+006,+799118
2000-09-01 15:17:00 PDT,+8.36155e+006,+780009
2000-09-01 15:18:00 PDT,+8.33114e+006,+772387
2000-09-01 15:19:00 PDT,+8.31307e+006,+742192
2000-09-01 15:20:00 PDT,+8.39501e+006,+806156
2000-09-01 15:21:00 PDT,+8.30364e+006,+694843
2000-09-01 15:22:00 PDT,+8.29994e+006,+696322
2000-09-01 15:23:00 PDT,+8.38782e+006,+735817
2000-09-01 15:24:00 PDT,+8.33131e+006,+704937
2000-09-01 15:25:00 PDT,+8.35877e+006,+707418
2000-09-01 15:26:00 PDT,+8.51021e+006,+820037
2000-09-01 15:27:00 PDT,+8.5707e+006,+865584
2000-09-01 15:28:00 PDT,+8.61312e+006,+873345
2000-09-01 15:29:00 PDT,+8.69328e+006,+905661
2000-09-01 15:30:00 PDT,+8.61091e+006,+831730
2000-09-01 15:31:00 PDT,+8.68176e+006,+903012
2000-09-01 15:32:00 PDT,+8.60177e+006,+858791
2000-09-01 15:33:00 PDT,+8.66167e+006,+887624
2000-09-01 15:34:00 PDT,+8.62855e+006,+835802
2000-09-01 15:35:00 PDT,+8.46984e+006,+739387
2000-09-01 15:36:00 PDT,+8.42672e+006,+712968
2000-09-01 15:37:00 PDT,+8.45425e+006,+732358
2000-09-01 15:38:00 PDT,+8.53005e+006,+803752
2000-09-01 15:39:00 PDT,+8.5379e+006,+803562
2000-09-01 15:40:00 PDT,+8.53689e+006,+816187
2000-09-01 15:41:00 PDT,+8.55513e+006,+845427
2000-09-01 15:42:00 PDT,+8.48678e+006,+736545
2000-09-01 15:43:00 PDT,+8.43634e+006,+731552
2000-09-01 15:44:00 PDT,+8.47964e+006,+779827
2000-09-01 15:45:00 PDT,+8.57155e+006,+839385
2000-09-01 15:46:00 PDT,+8.49738e+006,+779163
2000-09-01 15:47:00 PDT,+8.49242e+006,+764296
2000-09-01 15:48:00 PDT,+8.45318e+006,+751721
2000-09-01 15:49:00 PDT,+8.39987e+006,+699564
2000-09-01 15:50:00 PDT,+8.47154e+006,+768996
2000-09-01 15:51:00 PDT,+8.41926e+006,+755786
2000-09-01 15:52:00 PDT,+8.48856e+006,+807860
2000-09-01 15:53:00 PDT,+8.46996e+006,+797210
2000-09-01 15:54:00 PDT,+8.45894e+006,+777826
2000-09-01 15:55:00 PDT,+8.49151e+006,+792272
2000-09-01 15:56:00 PDT,+8.56209e+006,+857026
2000-09-01 15:57:00 PDT,+8.47637e+006,+770472
2000-09-01 15:58:00 PDT,+8.48243e+006,+785600
2000-09-01 15:59:00 PDT,+8.39951e+006,+756125
2000-09-01 16:00:00 PDT,+8.26741e+006,+640620
2000-09-01 16:01:00 PDT,+8.23352e+006,+610079
2000-09-01 16:02:00 PDT,+8.20381e+006,+584302
2000-09-01 16:03:00 PDT,+8.31199e+006,+664023
2000-09-01 16:04:00 PDT,+8.31876e+006,+671495
2000-09-01 16:05:00 PDT,+8.36443e+006,+755620
2000-09-01 16:06:00 PDT,+8.32368e+006,+692130
2000-09-01 16:07:00 PDT,+8.41791e+006,+762031
2000-09-01 16:08:00 PDT,+8.45104e+006,+743054
2000-09-01 16:09:00 PDT,+8.42926e+006,+709123
2000-09-01 16:10:00 PDT,+8.40729e+006,+703786
2000-09-01 16:11:00 PDT,+8.43122e+006,+712104
2000-09-01 16:12:00 PDT,+8.39241e+006,+678388
2000-09-01 16:13:00 PDT,+8.41868e+006,+679639
2000-09-01 16:14:00 PDT,+8.282e+006,+592131
2000-09-01 16:15:00 PDT,+8.18955e+006,+558825
2000-09-01 16:16:00 PDT,+8.18744e+006,+564552
2000-09-01 16:17:00 PDT,+8.28994e+006,+642225
2000-09-01 16:18:00 PDT,+8.16625e+006,+532502
2000-09-01 16:19:00 PDT,+8.22087e+006,+582601
2000-09-01 16:20:00 PDT,+8.29755e+006,+653206
2000-09-01 16:21:00 PDT,+8.22517e+006,+593549
2000-09-01 16:22:00 PDT,+8.26322e+006,+635892
2000-09-01 16:23:00 PDT,+8.25737e+006,+608995
2000-09-01 16:24:00 PDT,+8.29776e+006,+641662
2000-09-01 16:25:00 PDT,+8.22148e+006,+586969
2000-09-01 16:26:00 PDT,+8.26053e+006,+637493
2000-09-01 16:27:00 PDT,+8.30503e+006,+682845
2000-09-01 16:28:00 PDT,+8.18858e+006,+587892
2000-09-01 16:29:00 PDT,+8.11349e+006,+526976
2000-09-01 16:30:00 PDT,+8.07883e+006,+491924
2000-09-01 16:31:00 PDT,+8.03103e+006,+441918
2000-09-01 16:32:00 PDT,+8.07363e+006,+486287
2000-09-01 16:33:00 PDT,+8.07673e+006,+451373
2000-09-01 16:34:00 PDT,+8.04037e+006,+466470
2000-09-01 16:35:00 PDT,+8.04686e+006,+449357
2000-09-01 16:36:00 PDT,+8.00216e+006,+470453
2000-09-01 16:37:00 PDT,+8.03032e+006,+508563
2000-09-01 16:38:00 PDT,+7.98034e+006,+450617
2000-09-01 16:39:00 PDT,+8.02017e+006,+449999
2000-09-01 16:40:00 PDT,+8.05561e+006,+482034
2000-09-01 16:41:00 PDT,+8.12118e+006,+516502
2000-09-01 16:42:00 PDT,+8.11307e+006,+509293
2000-09-01 16:43:00 PDT,+8.11201e+006,+518188
2000-09-01 16:44:00 PDT,+8.12742e+006,+516970
2000-09-01 16:45:00 PDT,+8.02579e+006,+464446
2000-09-01 16:46:00 PDT,+7.92728e+006,+379861
2000-09-01 16:47:00 PDT,+7.85447e+006,+314707
2000-09-01 16:48:00 PDT,+7.77838e+006,+272948
2000-09-01 16:49:00 PDT,+7.65008e+006,+187526
2000-09-01 16:50:00 PDT,+7.71702e+006,+237472
2000-09-01 16:51:00 PDT,+7.73068e+006,+258422
2000-09-01 16:52:00 PDT,+7.82894e+006,+321669
2000-09-01 16:53:00 PDT,+7.76147e+006,+282633
2000-09-01 16:54:00 PDT,+7.78047e+006,+296343
2000-09-01 16:55:00 PDT,+7.81919e+006,+311433
2000-09-01 16:56:00 PDT,+7.74699e+006,+241336
2000-09-01 16:57:00 PDT,+7.67953e+006,+179071
2000-09-01 16:58:00 PDT,+7.62708e+006,+166965
2000-09-01 16:59:00 PDT,+7.56717e+006,+126045
2000-09-01 17:00:00 PDT,+7.55747e+006,+160324
2000-09-01 17:01:00 PDT,+7.5247e+006,+100940
2000-09-01 17:02:00 PDT,+7.61181e+006,+180370
2000-09-01 17:03:00 PDT,+7.55336e+006,+135352
2000-09-01 17:04:00 PDT,+7.4939e+006,+88349.5
2000-09-01 17:05:00 PDT,+7.4743e+006,+78153
2000-09-01 17:06:00 PDT,+7.40288e+006,+47989.4
2000-09-01 17:07:00 PDT,+7.28851e+006,-64558.9
2000-09-01 17:08:00 PDT,+7.31148e+006,-54399.1
2000-09-01 17:09:00 PDT,+7.28089e+006,-87169.8
2000-09-01 17:10:00 PDT,+7.28918e+006,-70235.2
2000-09-01 17:11:00 PDT,+7.27907e+006,-83383.8
2000-09-01 17:12:00 PDT,+7.19661e+006,-128526
2000-09-01 17:13:00 PDT,+7.21324e+006,-131954
2000-09-01 17:14:00 PDT,+7.26517e+006,-115427
2000-09-01 17:15:00 PDT,+7.20311e+006,-178294
2000-09-01 17:16:00 PDT,+7.22083e+006,-155578
2000-09-01 17:17:00 PDT,+7.1585e+006,-191462
2000-09-01 17:18:00 PDT,+7.11856e+006,-228975
2000-09-01 17:19:00 PDT,+7.07277e+006,-201819
2000-09-01 17:20:00 PDT,+7.00972e+006,-257526
2000-09-01 17:21:00 PDT,+7.01576e+006,-268261
2000-09-01 17:22:00 PDT,+7.0064e+006,-280498
2000-09-01 17:23:00 PDT,+6.89964e+006,-358194
2000-09-01 17:24:00 PDT,+6.93792e+006,-339617
2000-09-01 17:25:00 PDT,+6.93187e+006,-356730
2000-09-01 17:26:00 PDT,+6.86821e+006,-408548
2000-09-01 17:27:00 PDT,+6.80538e+006,-410343
2000-09-01 17:28:00 PDT,+6.69354e+006,-505536
2000-09-01 17:29:00 PDT,+6.66845e+006,-522890
2000-09-01 17:30:00 PDT,+6.59632e+006,-531265
2000-09-01 17:31:00 PDT,+6.57796e+006,-547511
2000-09-01 17:32:00 PDT,+6.56941e+006,-527438
2000-09-01 17:33:00 PDT,+6.58827e+006,-500347
2000-09-01 17:34:00 PDT,+6.58745e+006,-482577
2000-09-01 17:35:00 PDT,+6.57155e+006,-481664
2000-09-01 17:36:00 PDT,+6.48991e+006,-535979
2000-09-01 17:37:00 PDT,+6.40565e+006,-578289
2000-09-01 17:38:00 PDT,+6.39536e+006,-577719
2000-09-01 17:39:00 PDT,+6.37772e+006,-578052
2000-09-01 17:40:00 PDT,+6.32577e+006,-612259
2000-09-01 17:41:00 PDT,+6.27813e+006,-665193
2000-09-01 17:42:00 PDT,+6.23118e+006,-695280
2000-09-01 17:43:00 PDT,+6.20979e+006,-696414
2000-09-01 17:44:00 PDT,+6.19837e+006,-729487
2000-09-01 17:45:00 PDT,+6.19173e+006,-744714
2000-09-01 17:46:00 PDT,+6.21764e+006,-727601
2000-09-01 17:47:00 PDT,+6.18117e+006,-732060
2000-09-01 17:48:00 PDT,+6.1848e+006,-736335
2000-09-01 17:49:00 PDT,+6.12619e+006,-763636
2000-09-01 17:50:00 PDT,+6.08358e+006,-793661
2000-09-01 17:51:00 PDT,+6.09727e+006,-798497
2000-09-01 17:52:00 PDT,+6.02931e+006,-853777
2000-09-01 17:53:00 PDT,+6.02816e+006,-864559
2000-09-01 17:54:00 PDT,+5.8914e+006,-85118.5
2000-09-01 17:55:00 PDT,+5.95812e+006,-55385.4
2000-09-01 17:56:00 PDT,+6.00029e+006,-19723
2000-09-01 17:57:00 PDT,+6.06494e+006,-7346.52
2000-09-01 17:58:00 PDT,+6.09072e+006,+10626.7
2000-09-01 17:59:00 PDT,+6.07626e+006,-1745.32
2000-09-01 18:00:00 PDT,+6.09282e+006,+2294.26
2000-09-01 18:01:00 PDT,+6.09404e+006,+18402
2000-09-01 18:02:00 PDT,+6.08888e+006,-793.236
2000-09-01 18:03:00 PDT,+6.08307e+006,-21689.8
2000-09-01 18:04:00 PDT,+6.07689e+006,-22662.7
2000-09-01 18:05:00 PDT,+6.03346e+006,-45614.1
2000-09-01 18:06:00 PDT,+5.98979e+006,-66051.5
2000-09-01 18:07:00 PDT,+5.86075e+006,-141330
2000-09-01 18:08:00 PDT,+5.79105e+006,-178263
2000-09-01 18:09:00 PDT,+5.82611e+006,-167571
2000-09-01 18:10:00 PDT,+5.86547e+006,-164065
2000-09-01 18:11:00 PDT,+5.96083e+006,-115864
2000-09-01 18:12:00 PDT,+5.97152e+006,-108797
2000-09-01 18:13:00 PDT,+5.94755e+006,-110390
2000-09-01 18:14:00 PDT,+5.92446e+006,-126186
2000-09-01 18:15:00 PDT,+5.92876e+006,-103578
2000-09-01 18:16:00 PDT,+5.89789e+006,-131148
2000-09-01 18:17:00 PDT,+5.89488e+006,-128098
2000-09-01 18:18:00 PDT,+5.9106e+006,-121405
2000-09-01 18:19:00 PDT,+5.93836e+006,-103795
2000-09-01 18:20:00 PDT,+5.86718e+006,-148271
2000-09-01 18:21:00 PDT,+5.85064e+006,-172388
2000-09-01 18:22:00 PDT,+5.80404e+006,-205641
2000-09-01 18:23:00 PDT,+5.72012e+006,-260277
2000-09-01 18:24:00 PDT,+5.6558e+006,-306486
2000-09-01 18:25:00 PDT,+5.67712e+006,-293118
2000-09-01 18:26:00 PDT,+5.70331e+006,-281971
2000-09-01 18:27:00 PDT,+5.71969e+006,-279765
2000-09-01 18:28:00 PDT,+5.77428e+006,-231902
2000-09-01 18:29:00 PDT,+5.81439e+006,-213087
2000-09-01 18:30:00 PDT,+5.82186e+006,-206185
2000-09-01 18:31:00 PDT,+5.82069e+006,-211181
2000-09-01 18:32:00 PDT,+5.8021e+006,-210480
2000-09-01 18:33:00 PDT,+5.81522e+006,-212404
2000-09-01 18:34:00 PDT,+5.82927e+006,-217681
2000-09-01 18:35:00 PDT,+5.84031e+006,-207572
2000-09-01 18:36:00 PDT,+5.75005e+006,-255102
2000-09-01 18:37:00 PDT,+5.72427e+006,-277971
2000-09-01 18:38:00 PDT,+5.7542e+006,-254661
2000-09-01 18:39:00 PDT,+5.77989e+006,-231833
2000-09-01 18:40:00 PDT,+5.77767e+006,-234797
2000-09-01 18:41:00 PDT,+5.71648e+006,-253231
2000-09-01 18:42:00 PDT,+5.72017e+006,-246713
2000-09-01 18:43:00 PDT,+5.70698e+006,-269982
2000-09-01 18:44:00 PDT,+5.69821e+006,-260669
2000-09-01 18:45:00 PDT,+5.69839e+006,-256188
2000-09-01 18:46:00 PDT,+5.674e+006,-274285
2000-09-01 18:47:00 PDT,+5.63351e+006,-297383
2000-09-01 18:48:00 PDT,+5.56465e+006,-342865
2000-09-01 18:49:00 PDT,+5.54658e+006,-327331
2000-09-01 18:50:00 PDT,+5.55169e+006,-325817
2000-09-01 18:51:00 PDT,+5.56492e+006,-304112
2000-09-01 18:52:00 PDT,+5.50286e+006,-329253
2000-09-01 18:53:00 PDT,+5.53556e+006,-318898
2000-09-01 18:54:00 PDT,+5.58142e+006,-292192
2000-09-01 18:55:00 PDT,+5.60062e+006,-283189
2000-09-01 18:56:00 PDT,+5.56046e+006,-285707
2000-09-01 18:57:00 PDT,+5.5578e+006,-302372
2000-09-01 18:58:00 PDT,+5.53026e+006,-296382
2000-09-01 18:59:00 PDT,+5.47406e+006,-321734
2000-09-01 19:00:00 PDT,+5.47861e+006,-330442
2000-09-01 19:01:00 PDT,+5.47692e+006,-336742
2000-09-01 19:02:00 PDT,+5.51232e+006,-319140
2000-09-01 19:03:00 PDT,+5.52365e+006,-314494
2000-09-01 19:04:00 PDT,+5.5335e+006,-311560
2000-09-01 19:05:00 PDT,+5.45964e+006,-342002
2000-09-01 19:06:00 PDT,+5.46106e+006,-334840
2000-09-01 19:07:00 PDT,+5.46727e+006,-326893
2000-09-01 19:08:00 PDT,+5.4587e+006,-330503
2000-09-01 19:09:00 PDT,+5.40073e+006,-343888
2000-09-01 19:10:00 PDT,+5.43025e+006,-318356
2000-09-01 19:11:00 PDT,+5.46512e+006,-292359
2000-09-01 19:12:00 PDT,+5.46334e+006,-304683
2000-09-01 19:13:00 PDT,+5.48091e+006,-298670
2000-09-01 19:14:00 PDT,+5.47193e+006,-294828
2000-09-01 19:15:00 PDT,+5.4464e+006,-301024
2000-09-01 19:16:00 PDT,+5.47366e+006,-294926
2000-09-01 19:17:00 PDT,+5.45077e+006,-296210
2000-09-01 19:18:00 PDT,+5.43305e+006,-301490
2000-09-01 19:19:00 PDT,+5.38588e+006,-330460
2000-09-01 19:20:00 PDT,+5.40441e+006,-327119
2000-09-01 19:21:00 PDT,+5.43248e+006,-314245
2000-09-01 19:22:00 PDT,+5.49894e+006,-274275
2000-09-01 19:23:00 PDT,+5.53725e+006,-252003
2000-09-01 19:24:00 PDT,+5.56942e+006,-211164
2000-09-01 19:25:00 PDT,+5.54845e+006,-212274
2000-09-01 19:26:00 PDT,+5.50918e+006,-230766
2000-09-01 19:27:00 PDT,+5.47321e+006,-252215
2000-09-01 19:28:00 PDT,+5.43608e+006,-263892
2000-09-01 19:29:00 PDT,+5.39404e+006,-293771
2000-09-01 19:30:00 PDT,+5.40068e+006,-300829
2000-09-01 19:31:00 PDT,+5.39017e+006,-310884
2000-09-01 19:32:00 PDT,+5.39344e+006,-298107
2000-09-01 19:33:00 PDT,+5.39586e+006,-308672
2000-09-01 19:34:00 PDT,+5.35202e+006,-311437
2000-09-01 19:35:00 PDT,+5.38408e+006,-271555
2000-09-01 19:36:00 PDT,+5.36192e+006,-291481
2000-09-01 19:37:00 PDT,+5.3582e+006,-270879
2000-09-01 19:38:00 PDT,+5.35397e+006,-268688
2000-09-01 19:39:00 PDT,+5.3851e+006,-255688
2000-09-01 19:40:00 PDT,+5.34231e+006,-284003
2000-09-01 19:41:00 PDT,+5.38775e+006,-249262
2000-09-01 19:42:00 PDT,+5.45668e+006,-200720
2000-09-01 19:43:00 PDT,+5.44257e+006,-205505
2000-09-01 19:44:00 PDT,+5.46482e+006,-187876
2000-09-01 19:45:00 PDT,+5.44e+006,-204668
2000-09-01 19:46:00 PDT,+5.39165e+006,-221514
2000-09-01 19:47:00 PDT,+5.31609e+006,-272941
2000-09-01 19:48:00 PDT,+5.26643e+006,-307282
2000-09-01 19:49:00 PDT,+5.21348e+006,-321663
2000-09-01 19:50:00 PDT,+5.21055e+006,-325613
2000-09-01 19:51:00 PDT,+5.24955e+006,-311342
2000-09-01 19:52:00 PDT,+5.26894e+006,-298678
2000-09-01 19:53:00 PDT,+5.23932e+006,-304816
2000-09-01 19:54:00 PDT,+5.2826e+006,-282397
2000-09-01 19:55:00 PDT,+5.27342e+006,-288728
2000-09-01 19:56:00 PDT,+5.29578e+006,-280626
2000-09-01 19:57:00 PDT,+5.35579e+006,-243187
2000-09-01 19:58:00 PDT,+5.37318e+006,-240593
2000-09-01 19:59:00 PDT,+5.35634e+006,-240855
2000-09-01 20:00:00 PDT,+5.34314e+006,-240222
2000-09-01 20:01:00 PDT,+5.31896e+006,-266611
2000-09-01 20:02:00 PDT,+5.30378e+006,-274914
2000-09-01 20:03:00 PDT,+5.3422e+006,-238765
2000-09-01 20:04:00 PDT,+5.32286e+006,-240190
2000-09-01 20:05:00 PDT,+5.30596e+006,-255048
2000-09-01 20:06:00 PDT,+5.33141e+006,-242205
2000-09-01 20:07:00 PDT,+5.28397e+006,-270309
2000-09-01 20:08:00 PDT,+5.30759e+006,-248032
2000-09-01 20:09:00 PDT,+5.31444e+006,-224370
2000-09-01 20:10:00 PDT,+5.28203e+006,-250900
2000-09-01 20:11:00 PDT,+5.27546e+006,-251889
2000-09-01 20:12:00 PDT,+5.25282e+006,-267023
2000-09-01 20:13:00 PDT,+5.23463e+006,-277559
2000-09-01 20:14:00 PDT,+5.23789e+006,-269569
2000-09-01 20:15:00 PDT,+5.26636e+006,-238766
2000-09-01 20:16:00 PDT,+5.25355e+006,-241853
2000-09-01 20:17:00 PDT,+5.22215e+006,-255342
2000-09-01 20:18:00 PDT,+5.20553e+006,-270837
2000-09-01 20:19:00 PDT,+5.25736e+006,-238101
2000-09-01 20:20:00 PDT,+5.25819e+006,-240377
2000-09-01 20:21:00 PDT,+5.26966e+006,-229677
2000-09-01 20:22:00 PDT,+5.31023e+006,-210898
2000-09-01 20:23:00 PDT,+5.3333e+006,-220758
2000-09-01 20:24:00 PDT,+5.32259e+006,-229294
2000-09-01 20:25:00 PDT,+5.29397e+006,-247545
2000-09-01 20:26:00 PDT,+5.22526e+006,-272720
2000-09-01 20:27:00 PDT,+5.19053e+006,-278001
2000-09-01 20:28:00 PDT,+5.17942e+006,-281861
2000-09-01 20:29:00 PDT,+5.16618e+006,-290231
2000-09-01 20:30:00 PDT,+5.1156e+006,-299218
2000-09-01 20:31:00 PDT,+5.10881e+006,-299941
2000-09-01 20:32:00 PDT,+5.1362e+006,-287696
2000-09-01 20:33:00 PDT,+5.10825e+006,-287631
2000-09-01 20:34:00 PDT,+5.11818e+006,-276618
2000-09-01 20:35:00 PDT,+5.10722e+006,-282893
2000-09-01 20:36:00 PDT,+5.09489e+006,-285448
2000-09-01 20:37:00 PDT,+5.10095e+006,-284689
2000-09-01 20:38:00 PDT,+5.15485e+006,-230615
2000-09-01 20:39:00 PDT,+5.12886e+006,-241136
2000-09-01 20:40:00 PDT,+5.11654e+006,-245892
2000-09-01 20:41:00 PDT,+5.05331e+006,-277650
2000-09-01 20:42:00 PDT,+5.04681e+006,-292347
2000-09-01 20:43:00 PDT,+5.02704e+006,-295132
2000-09-01 20:44:00 PDT,+5.00338e+006,-294468
2000-09-01 20:45:00 PDT,+4.99806e+006,-290641
2000-09-01 20:46:00 PDT,+5.01489e+006,-259654
2000-09-01 20:47:00 PDT,+5.06191e+006,-220590
2000-09-01 20:48:00 PDT,+5.04151e+006,-225963
2000-09-01 20:49:00 PDT,+5.01819e+006,-236934
2000-09-01 20:50:00 PDT,+4.96473e+006,-278766
2000-09-01 20:51:00 PDT,+4.93277e+006,-307820
2000-09-01 20:52:00 PDT,+4.90395e+006,-332512
2000-09-01 20:53:00 PDT,+4.88356e+006,-334913
2000-09-01 20:54:00 PDT,+4.9516e+006,-295088
2000-09-01 20:55:00 PDT,+4.94933e+006,-287783
2000-09-01 20:56:00 PDT,+4.9615e+006,-277621
2000-09-01 20:57:00 PDT,+4.96272e+006,-267768
2000-09-01 20:58:00 PDT,+4.98034e+006,-258918
2000-09-01 20:59:00 PDT,+4.96758e+006,-271210
2000-09-01 21:00:00 PDT,+4.95747e+006,-276881
2000-09-01 21:01:00 PDT,+4.96088e+006,-280177
2000-09-01 21:02:00 PDT,+4.92585e+006,-295417
2000-09-01 21:03:00 PDT,+4.90571e+006,-297611
2000-09-01 21:04:00 PDT,+4.92056e+006,-284208
2000-09-01 21:05:00 PDT,+4.87171e+006,-295578
2000-09-01 21:06:00 PDT,+4.91538e+006,-275054
2000-09-01 21:07:00 PDT,+4.92348e+006,-266272
2000-09-01 21:08:00 PDT,+4.9035e+006,-276257
2000-09-01 21:09:00 PDT,+4.8849e+006,-288922
2000-09-01 21:10:00 PDT,+4.87243e+006,-289444
2000-09-01 21:11:00 PDT,+4.93392e+006,-240088
2000-09-01 21:12:00 PDT,+4.89814e+006,-251906
2000-09-01 21:13:00 PDT,+4.88155e+006,-266266
2000-09-01 21:14:00 PDT,+4.89109e+006,-251076
2000-09-01 21:15:00 PDT,+4.87554e+006,-269983
2000-09-01 21:16:00 PDT,+4.88182e+006,-255012
2000-09-01 21:17:00 PDT,+4.82068e+006,-302263
2000-09-01 21:18:00 PDT,+4.79499e+006,-323778
2000-09-01 21:19:00 PDT,+4.80162e+006,-324927
2000-09-01 21:20:00 PDT,+4.80819e+006,-313961
2000-09-01 21:21:00 PDT,+4.81706e+006,-309736
2000-09-01 21:22:00 PDT,+4.81605e+006,-310287
2000-09-01 21:23:00 PDT,+4.79405e+006,-325749
2000-09-01 21:24:00 PDT,+4.77375e+006,-337698
2000-09-01 21:25:00 PDT,+4.76944e+006,-344444
2000-09-01 21:26:00 PDT,+4.7742e+006,-327820
2000-09-01 21:27:00 PDT,+4.79414e+006,-314425
2000-09-01 21:28:00 PDT,+4.79936e+006,-315719
2000-09-01 21:29:00 PDT,+4.7461e+006,-328117
2000-09-01 21:30:00 PDT,+4.71233e+006,-338906
2000-09-01 21:31:00 PDT,+4.7303e+006,-318058
2000-09-01 21:32:00 PDT,+4.74553e+006,-318595
2000-09-01 21:33:00 PDT,+4.73745e+006,-309904
2000-09-01 21:34:00 PDT,+4.75066e+006,-304578
2000-09-01 21:35:00 PDT,+4.72992e+006,-316475
2000-09-01 21:36:00 PDT,+4.65977e+006,-336822
2000-09-01 21:37:00 PDT,+4.65102e+006,-347087
2000-09-01 21:38:00 PDT,+4.64686e+006,-348016
2000-09-01 21:39:00 PDT,+4.66363e+006,-325774
2000-09-01 21:40:00 PDT,+4.65445e+006,-316764
2000-09-01 21:41:00 PDT,+4.67809e+006,-299042
2000-09-01 21:42:00 PDT,+4.70583e+006,-266830
2000-09-01 21:43:00 PDT,+4.67309e+006,-283022
2000-09-01 21:44:00 PDT,+4.64907e+006,-289709
2000-09-01 21:45:00 PDT,+4.6285e+006,-295481
2000-09-01 21:46:00 PDT,+4.58123e+006,-320862
2000-09-01 21:47:00 PDT,+4.54732e+006,-337026
2000-09-01 21:48:00 PDT,+4.50489e+006,-351115
2000-09-01 21:49:00 PDT,+4.51792e+006,-334448
2000-09-01 21:50:00 PDT,+4.52743e+006,-337243
2000-09-01 21:51:00 PDT,+4.51854e+006,-349714
2000-09-01 21:52:00 PDT,+4.44318e+006,-396835
2000-09-01 21:53:00 PDT,+4.40736e+006,-421066
2000-09-01 21:54:00 PDT,+4.38492e+006,-431047
2000-09-01 21:55:00 PDT,+4.37758e+006,-425865
2000-09-01 21:56:00 PDT,+4.38837e+006,-404596
2000-09-01 21:57:00 PDT,+4.40507e+006,-381666
2000-09-01 21:58:00 PDT,+4.53874e+006,-298881
2000-09-01 21:59:00 PDT,+4.54349e+006,-292871
2000-09-01 22:00:00 PDT,+4.49669e+006,-314838
2000-09-01 22:01:00 PDT,+4.48304e+006,-329146
2000-09-01 22:02:00 PDT,+4.43474e+006,-348215
2000-09-01 22:03:00 PDT,+4.40242e+006,-368262
2000-09-01 22:04:00 PDT,+4.34572e+006,-395303
2000-09-01 22:05:00 PDT,+4.35944e+006,-386111
2000-09-01 22:06:00 PDT,+4.33335e+006,-409302
2000-09-01 22:07:00 PDT,+4.37484e+006,-388660
2000-09-01 22:08:00 PDT,+4.34338e+006,-397824
2000-09-01 22:09:00 PDT,+4.36918e+006,-372374
2000-09-01 22:10:00 PDT,+4.35541e+006,-383740
2000-09-01 22:11:00 PDT,+4.32125e+006,-396811
2000-09-01 22:12:00 PDT,+4.32744e+006,-391832
2000-09-01 22:13:00 PDT,+4.30275e+006,-394584
2000-09-01 22:14:00 PDT,+4.27384e+006,-417880
2000-09-01 22:15:00 PDT,+4.32664e+006,-389146
2000-09-01 22:16:00 PDT,+4.30195e+006,-411498
2000-09-01 22:17:00 PDT,+4.26166e+006,-419447
2000-09-01 22:18:00 PDT,+4.28677e+006,-378490
2000-09-01 22:19:00 PDT,+4.23693e+006,-402487
2000-09-01 22:20:00 PDT,+4.20435e+006,-419018
2000-09-01 22:21:00 PDT,+4.16022e+006,-445839
2000-09-01 22:22:00 PDT,+4.11006e+006,-475920
2000-09-01 22:23:00 PDT,+4.11003e+006,-468103
2000-09-01 22:24:00 PDT,+4.11838e+006,-461980
2000-09-01 22:25:00 PDT,+4.0861e+006,-485021
2000-09-01 22:26:00 PDT,+4.09258e+006,-478779
2000-09-01 22:27:00 PDT,+4.09513e+006,-473218
2000-09-01 22:28:00 PDT,+4.07789e+006,-484595
2000-09-01 22:29:00 PDT,+4.05736e+006,-497745
2000-09-01 22:30:00 PDT,+4.07093e+006,-494569
2000-09-01 22:31:00 PDT,+4.03871e+006,-502234
